UGC02953_rotmod
rad,vObs,errV,gas,disk,bulge
5.76,303.0,5.07,-10.77,301.15,150.21
6.0,306.0,7.89,-10.56,302.48,147.17
6.18,307.0,4.41,-10.25,303.22,145.01
6.27,308.0,3.2,-10.11,303.58,143.96
6.36,309.0,6.66,-9.94,303.97,142.94
6.45,310.0,5.83,-9.76,304.41,141.93
6.53,310.0,3.83,-9.58,304.83,141.06
6.61,311.0,2.41,-9.37,305.34,140.2
6.7,312.0,1.25,-9.15,306.03,139.26
6.79,312.0,3.61,-8.91,306.85,138.35
6.87,313.0,13.8,-8.64,307.19,137.53
6.96,313.0,4.58,-8.36,307.95,136.63
7.05,314.0,3.05,-8.05,308.63,135.75
7.2,315.0,1.38,-7.43,309.44,134.31
7.39,316.0,0.75,-6.59,309.73,132.58
7.47,316.0,8.57,-6.16,309.53,131.86
7.99,318.0,1.36,-2.38,307.52,127.53
8.08,318.0,16.0,-0.67,307.34,126.82
8.16,318.0,5.5,2.0,307.11,126.2
8.25,319.0,2.94,2.92,307.22,125.51
8.34,319.0,1.74,3.49,307.32,124.83
8.4,319.0,2.2,3.85,307.36,124.38
9.59,319.0,3.23,7.94,304.71,116.41
10.8,317.0,4.08,12.02,299.89,109.7
12.02,312.0,2.62,17.77,298.77,103.98
13.22,308.0,0.76,22.79,295.36,99.15
14.42,303.0,1.86,24.88,287.38,94.93
15.63,298.0,1.34,24.46,274.79,91.19
16.83,296.0,1.41,24.25,262.23,87.87
18.03,294.0,1.15,25.92,253.58,84.9
19.23,294.0,0.59,28.33,245.5,82.21
20.43,294.0,0.5,31.05,237.34,79.76
21.64,292.0,1.21,33.56,229.62,77.5
22.84,290.0,1.21,34.91,222.49,75.43
24.04,287.0,0.81,34.6,215.84,73.53
25.24,283.0,1.08,32.72,209.67,71.76
26.44,279.0,1.87,31.05,203.93,70.11
27.65,276.0,1.55,30.52,198.57,68.56
28.85,273.0,1.9,30.21,193.62,67.12
30.05,271.0,1.12,30.0,189.02,65.76
31.25,270.0,1.41,30.73,184.73,64.49
32.34,268.0,1.76,31.88,181.07,63.39
33.55,267.0,1.81,33.03,177.28,62.24
34.75,266.0,2.18,33.45,173.75,61.15
35.95,265.0,3.01,33.24,170.44,60.13
37.15,264.0,2.04,32.93,167.32,59.15
38.35,264.0,1.58,32.82,164.38,58.21
39.56,264.0,3.23,33.03,161.57,57.32
40.76,264.0,2.94,33.76,158.94,56.47
41.96,264.0,1.62,34.29,156.44,55.65
43.16,264.0,2.15,34.29,154.06,54.87
44.36,262.0,4.45,34.08,151.79,54.13
45.57,260.0,7.43,34.39,149.61,53.4
46.77,258.0,7.22,34.81,147.54,52.71
47.97,257.0,5.37,34.81,145.56,52.05
49.17,258.0,5.43,34.6,143.67,51.41
50.37,260.0,6.47,34.6,141.84,50.79
51.58,263.0,5.75,34.6,140.1,50.2
52.78,265.0,5.54,34.18,138.41,49.62
53.98,266.0,4.43,33.56,136.79,49.07
55.18,266.0,4.71,33.14,135.22,48.53
57.59,262.0,5.28,32.72,132.24,47.5
59.99,263.0,4.7,31.36,129.47,46.54
62.39,272.0,5.04,30.52,126.87,45.64
